file	Main Script	alphabet	Common	Latin	Greek	Cyrillic	Armenian	Hebrew	Arabic	Syriac	Thaana	Devanagari	Bengali	Gurmukhi	Gujarati	Oriya	Tamil	Telugu	Kannada	Malayalam	Sinhala	Thai	Lao	Tibetan	Myanmar	Georgian	Hangul	Ethiopic	Cherokee	Canadian_Aboriginal	Ogham	Runic	Khmer	Mongolian	Hiragana	Katakana	Bopomofo	Han	Yi	Old_Italic	Gothic	Deseret	Inherited	Tagalog	Hanunoo	Buhid	Tagbanwa	Limbu	Tai_Le	Linear_B	Ugaritic	Shavian	Osmanya	Cypriot	Braille	Buginese	Coptic	New_Tai_Lue	Glagolitic	Tifinagh	Syloti_Nagri	Old_Persian	Kharoshthi	Balinese	Cuneiform	Phoenician	Phags_Pa	Nko	Sundanese	Lepcha	Ol_Chiki	Vai	Saurashtra	Kayah_Li	Rejang	Lycian	Carian	Lydian	Cham	Tai_Tham	Tai_Viet	Avestan	Egyptian_Hieroglyphs	Samaritan	Lisu	Bamum	Javanese	Meetei_Mayek	Imperial_Aramaic	Old_South_Arabian	Inscriptional_Parthian	Inscriptional_Pahlavi	Old_Turkic	Kaithi	Batak	Brahmi	Mandaic	Chakma	Meroitic_Cursive	Meroitic_Hieroglyphs	Miao	Sharada	Sora_Sompeng	Takri	Unknown
kud-kud.txt	Latin	a ineuowl hmytdbg'v s.pYN‘T’BAEHMP?kWSVI”“LDOG0:!1KU2745;()6398[]-	28	38																																																																																																					
kue-kue.txt	Latin	 aeniogmkr ludywbpts. YAG-“”NESBKTPJ?IhMv!‘’0H:WDOf1L274;R53Fj6()89U	25	43																																																																																																					
kup-kup.txt	Latin	 aoethinpmrz ñvukbd s.glMï-PöGI“”TüAZK?EëNS‘’ODRB102L74HU3()56Ñ[]89	24	43																																																																																																					
kux-kux.txt	Latin	 au nrikytlgjpm-.weKMhsPN ToJB“”YdADvRGzW	7	34																																																																																																					
kvg-kvg.txt	Latin	 aenomqitǵ kø- uvzdb.hps̄lYywNMæ̀f꞉GZE“”KTÂ?:SɨPQ!᷄‘’BILFUVDO01W()H243r⌞⌟65;x987*	29	49																																							5																																																														
kvn-kvnNT.txt	Latin	a elnimg-uo kdtpbhscw. rTPzJjyúI:éAí“¿?—MC”áNSvE‘’Bó1WGKD2;RHLFf¡!Oq3456Z0()98x7UYñÉÚQ	28	58																																																																																																					
kwd-kwd.txt	Latin	a 'inouleg tmfrks w.dbMGJNA“T”KSLIP?W!pF‘’OEBDhR0:Hj()U12v45;6378—	25	41																																																																																																					
kwf-kwf.txt	Latin	a inꞋekuoslr fmtg dw.bMJNGAS“”KhBpICO?FPL!DUT‘’ERHj:vy0c()153294687/;	25	44																																																																																																					
kwi-kwi.txt	Latin	a nikustp mzrweɨh.l ocDAUJSñyjMN:údPKC“”—íbWIé¿?Tgáĩ‘’óFvEBGãÑHRfƗLq¡!YZ0O;Á()É1x2ĨVÍ4ÚQÃ76	23	68																																																																																																					
kwj-kwj.txt	Latin	 ainuewomkhr tsdbl.pg yfWjcGꞌJE“AK”HMO?S:PRNDI‘’FY0CT!BL14253[]U9678();	26	45																																																																																																					
kyc-kyc.txt	Latin	a oenipmkyuldrgsb w.tD AKNŋjPEIYJBMSL?WR0GO()1T2:3U457—968-c'Ŋ!	22	41																																																																																																					
kyf-kyf.txt	Latin	 aɩn-'l yʋɔweb ɛimgukd.hzstopLNZWƖ:ŋ«»AfKƆSj?Mc*DPB!TYvG‹›EFIJ0C()ŊO[]1ƐUƲ2456V73x	26	56																																																																																																					
kyg-kyg.txt	Latin	a eoꞌinmgulyhtk pfvs. AGYMKNHLSPIEFVTOU03()81249'75	16	35																																																																																																					
kyq-kyq.txt	Latin	 aenkɔi tsmɛoguɗ̰jrld Ꞌŋby.ɓcpRNMK:‑IG*T«»JƆBzAP?DYSƁ!;wLEUƊ‹›Ɛ0Z()O[]12W4Cƴ6	23	53																																							1																																																														
kyz-kyzNT.txt	Latin	 ae'rumgijpowtn .ykũãẽAsJf— P“”MN:KGEĩOdT?YSIlWỹUõbvFDLR‘’Ẽ!BÃc()0H6xZh1Ũ4	19	55																																																																																																					
kze-kze.txt	Latin	a ánmiswk etíroéu'y-óbvúp.dÁgÍYKPSMT0ÉVN 14ÓI2][5AE36789	18	38																																																																																																					
lac-lacNT.txt	Latin	 auci'rtnjeob sʌhyqmx. CwpJAMúTd―:RlBíPQé“”?SUWIYvgzfóEáDFLNHG’OZX;kɅÚ!ñ	13	59																																																																																																					
lat-latVUC.txt	Latin	 eitusanrmocdl pbv qg.fh:æDxjEJSAICPyNQM?;ëHBVTFRzLOG[œ]ÆUZ!()k-X	13	52																																																																																																					
lbb-lbb.txt	Latin	 anitlrou eksgm p.dbhwIAGPN“”LMETJK?BSDWU’‘!O:HjRFf12()46v[]093	22	41																																																																																																					
lbk-lbk.txt	Latin	a niyoeks htmgclp-wd .fAbr'SJuDIN“”TKCEM?P!YOF‘’LWGB:HR;vz()Zqj/xU…[]	20	49																																																																																																					
lcm-lcm.txt	Latin	 ainkoueglst pmrv .NbdAKISG“”MP?VETULR!0B‘’1D24O537-6:98y();]w[	27	36																																																																																																					
leu-leu.txt	Latin	a nieust mlxorfvpk.g byEPwNꞌAT“MY”dLSJ?KF‘’R:!XVI;0GBhDH()1O2jU54-[]W36—97	27	47																																																																																																					
lex-lex.txt	Latin	a inerlmotkud'h wpy-.s NgYAMULE:“”HPO!RIKb?S()DTWBGfFj[]cz0;13642578C—	26	44																																																																																																					
lgl-lgl.txt	Latin	a iloeu' fkmrsgtn w.dbMGJA“”SIhWLTCEpFPO?!U‘’KDBRNv:Hjy()0c12643;-95	24	44																																																																																																					
lid-lid.txt	Latin	 aienouhdrkmtlb sy w.-jKAJEI“”pMYNgLTSBO?P!:;H‘’0)(RUGD1245W39678[]–	28	40																																																																																																					
lif-lifNT.txt	Limbu	 ᤠᤧᤡᤱᤢ ᤹ᤔᤛᤥ᤺ᤏᤀᤁᤰᤗᤴᤖᤒᤜᤶᤂᤣᤃᤋᤕᤐᤸᤘ॥ᤳᤵᤍ.ᤑᤅᤌᤆᤩᤈᤇᤓᤎᤪᤄ᤻“”᥅᥄ᤷ()‘’᥆-ᤫ–ᤤ᥇᥈᥊᥋ᤦ᥉᥌᥏᥎᥍ ­—	15																																													59																																																									
lif-lifNT2.txt	Devanagari	् ाे़‍कनमङिु लॽस‌ःोरतबपहयखआगव॥दइ फथचओजछभधएघ“”अ?!उ()‘’०-–ै१२४५ौ३६९८७ 	15									51																															2																																																														
lin-lin.txt	Latin	 aoniekmblytsgpu z  d.wYNBM:r;ASTfKEv!-«»—Ih?LJOPDjG’‹›FRWZU‘VC)([]…Hc	22	48																																																																																																					
lit-lit.txt	Latin	 ias eturonkmvd jlpėgšyb.žųąįūITAęDčJVE:zPSKŠ„“N!–;?OBMUGRLhcŽfĮČ*()YĖH‚‘ŲĄŪFZCĘ-/ΙΟΑο⌜⌝ΝΜΤ	20	64	7																																																																																																				
llg-llg.txt	Latin	a eniloumktsd h bg.fꞌAM-NYBHrTL!pD“”KSE?FIP‘’O:URGwW();y –c0][CZ5j192678—34Jxèé	30	49																																																																																																					
lug-lug.txt	Latin	a enuibokmgywlrt’sd z .jfMKAvN“YEOB”;ŋSp?ITLD‘G!W:ZP F()0U2Jc5134678V9ŊR-h	26	48																																																																																																					
luo-luo.txt	Latin	 oaenimkgdrhuytwlcs  b.jʼpNJK-“MvA”EI;TBfSO?DRYGHWz:P!‘L’CF ZU()0241356789[]V	29	48																																																																																																					
lww-lww.txt	Latin	a neiplsuomrk̃  tgvyw.ANYP“S”K?VEL!WMI-T‘’O:R;0[]124653U78Gx9	25	35																																							1																																																														
maa-maaNT.txt	Latin	 aṉijktos '‑exgíìàálòmh cèd.yéñróNJbuKT;:ú―CMIfA¿?PX“”SYp’zvB¡!E[]ODÑGFHRLqÌÉZÍ-()UÒV218ÓÀ36Q	26	67																																							1																																																														
maj-majNT.txt	Latin	 ̱naitukj 'hsexoíágm.ycúbdN réJAKTñ:ó—Blf¿?CpPSMX“”EY’I¡!zṉÁGDvFRHLZÉOUÑ;21	17	57																																							1																																																														
mal-mal.txt	Malayalam	"് നുികതായവെരടപംമലചഅോറങള സേണൽദഎ.ഞൻശർഹ;ീൾൂൊഷ ആജഗധബഇഴഭഉഒൈ:“ൃ”ഥഈ?ഏഫഖഓഠൗ‘-ഘ’ഡഛ!‌ഊൺ0ഃ()ൌഢ‍214[]ഔഐ736—ഋ""58ൎ`'+9ഝ–"	33																	71																							2																																																														
mal-malc.txt	Malayalam	് നുികതായരെവടപംമലഅചങോറളേസദ .ൽണശഹർഞഎ ൾീൻഷൂജആൊധഇഗഭബഴ;ഒ“ൈഉ”ഥൃ:ഈ?ഏഖഫ!‘ഓഠ’ൗ— ഘ-0ഡഛഊൺഃ2ഢ‌51()43678ഐ9ഔഋ‍ഝ…	28																	69																							2																																																														
mam-mamC.txt	Latin	 'tinajekly uxoq zbmws.chpTDJMrA-E:úQXd;¿?KNCIPẍgBéSOL¡!íváGWóRHfYFZÉ0U()41652ñ3Ẍ	21	60																																																																																																					
mam-mamNT.txt	Latin	 tanie'jclxuyo kbszm .wrhpJD-̈TBú—PdC:qMKEíAN¿?SéYg“”OIáóvf¡!LGFRHWXZ‘’QUñ;V	17	58																																							1																																																														
maq-maqNT.txt	Latin	 anuicjehtxsë mrog yd.váNHñúJlCq―‍fí:PépŚbMTX¿?óVQ“”IA;¡Y!’EBGDFzLROZ()kÁÑU-	17	58																																							2																																																														
mar-mar.txt	Devanagari	 ा्ेतरयलीनवमहकसपचोिणंआदु.श ूज गबअडषळझटधखठभथघएउईढइ“”;ऊफऱृ?ैऐञौओःछ!:-‘’()‍ऋऔ‌13़2905ॉ	22									60																															2																																																														
mau-mauNT.txt	Latin	 ³ain⁴octje ˀs²-¹xl uh.qymvCJrNTñ:čúAfdíbSpPQEéMgXóLáYIBÑDFzGHV()ZRO;U!kÉ?	16	58																																																																																																					
mav-mavNT.txt	Latin	 aietuo'pywhknr­m s.MgTãIẽ—ĩPAUEYWKõSũH10N2ỹ74RÃ56O3G98ŨĨ-cẼ	17	43																																																																																																					
maz-mazNT.txt	Latin	 aije'conum ürtsgdy.pzö bxhñíMṈäëvãJláCũó:úPṉõOẽ―REfD;ATIXYq¿?é“”SBĩZ’GFHLVkUQ‘	14	65																																							1																																																														
mbb-mbbOT.txt	Latin	 enaiutkdmsghylpzwb rà .vǥN-MèoIEìJù“SHA”KDBPU0c?GT;LW:fZ!1R‘2’C35F4VYÀ7O()j68–9qxǤ	26	57																																																																																																					
mbc-mbcNT.txt	Latin	 aîn'eprotkimyu sw.M P—‍JTAd:IlUéC?EScÎãY“”fbWKg0vBáOóqNGíDF˻˼RzHLô1h()Z2j4êxÁ5!úÉâ3‘’7698[]-QVÊõÔ	30	67																																							1																																																														
mbh-mbh.txt	Latin	 aoeniglrtm kuvpsh .NdwGJMAP“T”ILKS?bOER’‘UV:0BWDH!j1()254y[]37689Yf	25	43																																																																																																					
mbj-mbjNT.txt	Latin	 aohnd'b tyäemëksgiãrjp.w ỹẽuTéDHPJóõ—ũ:-BSKNMĩ̃R“”AỸ?Eǟ!ÃIWGYË1Õ204()O5‘’7[]36Ä8U9ÉǞl	28	57																																							1																																																														
mbl-mblNT.txt	Latin	 xpt'ãaumkyh oneũ igõĩ.TYHKẽ-:ÃP—Ũ?“”MX!NAO0E21IGÕ7453Ĩ6’‘Ẽ89s()J;rBbc	27	43																																																																																																					
mbs-mbs.txt	Latin	 eanitodgkms lywp b.àu-hòTrMPJS“”AIENìDèKCYùcLBOW?G‘’HRfvF()qjzZ[]U!	15	53																																																																																																					
mbt-mbtNT.txt	Latin	 eaniukgt mdsylpwrb h.-MNHPK“S”TAIE?!BD‘’()0:WLG1U;2R45—36978[]	28	35																																																																																																					
mca-mca.txt	Latin	 'ieantjkhsq uƚypwmlo .xfQ—rJI:MHPúdYcED¿?()AbCSNíȽég“”Táó0W¡!zKBv1LG72F4RO5Z-U6‘’38ñ9/	29	58																																																																																																					
mcb-mcbNT.txt	Latin	ai rknteogs mpvy.hu ITñAc:JMKPN—YOj“¿?”GS‘’¡!V0E124753()6/8;'C9	29	34																																																																																																					
mcd-mcdNT.txt	Latin	a niouschft mr.ypqA eND—UJMúlIFSCd“”éPbT¿?Y¡!OáRíEgvóBGzLH‘’Zj0kx4Qñ1V6[]:();72Ú	25	55																																																																																																					
mcf-mcfNT.txt	Latin	 ianudcesboqthm ëp.APNy —E:MCË“¿?I”-UTBSD‘’O0Y1Q;247356¡!89lrX	26	36																																																																																																					
mco-mcoNT.txt	Latin	 ɨyajcnitmuo 'hdxepgbs .zñäJDCrüö̈lúë:PóíEHN―MïáTéq¿?́YAS“”Ɨ-fOI;vBG¡!FL()RZXÑkQUwÖ̃­VÜÄ	18	67																																							3																																																														
mcp-mcp.txt	Latin	 ə́nm bwgáasydlɛúíʉɔŋɨuk jhi.ĉotéâî̧zópfMZNYeB*r:«»SûKA;?-JCŊôOPDÍW!IvF“”GêLTHEŘ[]VƐ()ɄÁÉU‘’Ɔ	20	71																																							4																																																														
mcq-mcq.txt	Latin	a ineꞌuhojr mkvps.wtEúHNJcdGáIAPí?KSMTOV0!ÚR()U 1g245é36798CWx-	19	44																																																																																																					
mcr-mcr.txt	Latin	ä qiuŋaetmn  kypwhgI.s-ovdGNjH“”bJÄrzSlKQ‘’?APTYMDEŊ0!BO1LW27ZR456()389VU	23	50																																																																																																					
mdy-mdyeth.txt	Ethiopic	  'ንዓሢናዒኣያይማታዳኔዔኮቴጌዛ።ኬርካሴዬባሲፆ፤ቶምጎጋላዋኤዎሃኦፓዖሮጉ፥ጊኒኪዲሳዴዚሙፔሱሣሎቢዻ«ስሪሶኑሊ»ቃራሺ፦ቲዶሓዞሚቂቤሞሜፃኢኡቄሌዑዼቱፒዺፖሄዜጮ!?ጫኖሾቦዱሽሂሼዮሻኩፂልዦውቆፑሁቡሹዾ‹›ጴሬቺጳጪሩቾሦጲዹቻጶቁጬሉፄሤዙዢዣዪብ፡ዉሔጩሡሆዤዌሥቼግቹጂዊጆፕፁ[]ጄጃዩጱክዥሒዡ()ዝጁህዕጸድ=ት	14																									163																																																																													
med-med.txt	Latin	 niamʉkut ep ogrldⱡbw.sWNJG!E“y”KMPUIA?TS‘R’0BO1YD27L45j()638[]9Ʉ:Ⱡ	25	42																																																																																																					
mee-mee.txt	Latin	a negkuilomrt psb. vNIKBA“M”PTS?ꞌREO‘’L!:G0;()1—2U45[]93678-V	28	33																																																																																																					
mek-mek.txt	Latin	a ieougkꞌpm nfls .KItDEr“L”AdPGSM?Ob‘!’:F0hJB1TvRHNU2c4xj53;()697y8-[]CwWz	27	47																																																																																																					
meq-meq.txt	Latin	 aeyənm tklihdwrgsub oz.ɗŋMfvApNYTâ:K«»Bɓ?PHWS!GDFZƊ“”LŊɨEœIRʼ0ƁV[]O12()4-;U3	23	54																																																																																																					
met-met.txt	Latin	a nigubml dxtosrh e.pkywBUNY“T”ALMSH?DKXIP!()G:E0‘’R1Oʼ7W2 —64358-9/c[]'fq–	32	43																																																																																																					
meu-meu.txt	Latin	a ienuodbhrmt lsvkg .ḡI;-pBADwESTHML?:KUNfG”“OPRḠF!V()*0'x56432cQ7=1z 8‘’CqW9J—y	30	50																																																																																																					
mgc-mgc.txt	Latin	 a eoïnidkmy'ëburɔtz öl.hsgwvYM“”jpWKŋAVHP?fZËBSLDTNOGE‘’!FRÏṛIƆÖUJ:-0Ŋü()ä4;	18	59																																																																																																					
mgh-mgh.txt	Latin	a  inoehuwkltmyrpc s.vN:AYMKWVUIfP?SLH;RETF!C()0O-1395'72864	22	38																																																																																																					
mgh-mgh2016.txt	Latin	a hinouek tlwmyrc psv.NAMYg“”UbKdI!?PfWOVzC‘’TjEHSBR'L0GFJ4DZ1()263	19	48																																																																																																					
mgw-mgw.txt	Latin	a  inulke'bmwoygtp sd.NBYMA“Pj”KLS?h!‘’TIUWfDEGFHZRr0z()J42Ov57	18	45																																																																																																					
mhl-mhl.txt	Latin	 oieŋaurnmkbg syjt.fd pwOqAM“Y”KlBŊSNJG:?R-IP‘’T!()D0WQFhEU1âLz247H5Z6389c/v;C%	27	52																																																																																																					
mib-mibNT.txt	Latin	 nuaeichj átídsyɨúorēāū .éóñTvmqōī́̄YlgCJD:pxNb‑AS¿?MzPEf’IRBGLHVFÑZƗQOXkU()-Á	12	64																																							2																																																														
mic-micMIQNT.txt	Latin	 aitg'eunlms wjqpo. GNSTM“”PAEWL?UJI‘’!()O:-]Q[;hc91b26508	25	33																																																																																																					
mie-mieNT.txt	Latin	 ncāiháduī jaeíútsūēoy .vDñmqóérōlCYJ:pS-xbgNT¿?MÑzPAEfIBGRHFLVZOQXkU()	10	61																																																																																																					
mig-migNT.txt	Latin	 ṉaiáu‑ kíe'túdjɨosyr. hcñTvómé́xlJg:CDNKSApbYMIzPfEÑBRVGXÁLFHƗOqZUÉ();Q	10	61																																							2																																																														
mih-mihNT.txt	Latin	 aiuncostyh ñrdɨve.zm TxqNJlCú:gZbISMáYÑp¿?VPAé“”ófíRE‑BQDG!¡FH;()LjUXOƗkàùÁì	15	62																																																																																																					
mil-milNT.txt	Latin	 nudcáh‑iaíeút ɨxéⁿsàñgyoǎ óìè.Tùvq́ǐürěNǒYJǔ̀—òlm:pXDbČPM¿?E“”ÀS’f¡!VBLGÈHzÑAIjFÍƗZRQÒÉÌÚÁOĚkÙ	14	79																																							3																																																														
mio-mioNT.txt	Latin	 aicunhto rdvñse y.NqCmxTJ―l:ÑgISPíbpYM[]AjV¿?éQ’REfóáDB“”GFHzLXU¡!ZOú‑k7;	18	56																																																																																																					
mir-mirNT.txt	Latin	 ajäyihøtomnꞌu cdxseg.pḇṉ wñJrM̈DáqúCǿPílH:óéT―‑NY;WA“”SEfXv’zBFGILRÑZOüQ¡!k()VUḻØ	15	66																																							2																																																														
mit-mitNT.txt	Latin	 niacàuhd‑ì sáteù íovxmyèú.ñérqóDlgpòT:JCb()―ÑNSâî;VjPzfˋM¿?YAêIˊE“”’ûÌ¡!BôÍLGFHQXZRÁÙ0OÉü4U976153k28À	29	73																																																																																																					
miz-mizNT.txt	Latin	 natikuñ ꞌeoásév díāɨ.xúōīóūēmXŕNK—J̄DT:lÑIc¿?UShʼPpbCMVE“”;gû¡!AÉjfâBRLîĪGFĀHÁĒqÍÚôzZŌO()Ūyê̂QÓ	16	78																																							3																																																														
mjc-mjcNT.txt	Latin	 anitusyhc orñɨvde.̱íT ájmNqúJólx―M:CgYIéb́¿?PASÑRp“”V’f¡!E;QBGLDzFH[]ZOUXÉk()‘	19	58																																							2																																																														
mkj-mkj.txt	Latin	 a inohekwpmrljdugs .JINK“A”MP?!;Dt‘’SbWEL:O‑cRUyvGzHBCZ-—()Tf[]0xF…9VQ8412	26	49																																																																																																					
mkl-mkl.txt	Latin	 ɑiɛ nɔukembŋsod̃ywíl̀. tjɡfcIrph́NAùJìŊòzBSZKLMWPHDÀ?ÍTǸFEGvÌúRÁY0éO[]C()ó41“”2Ɛ65!èU37	20	65																																							3																																																														
mkn-mkn.txt	Latin	 angiusotdebkrlm p .hyjDTAB-Yc!áMK“”wúSJꞌIP?LéNWROHf‘’ó:EíGCFU0();12 475[]3986—Zz	29	52																																																																																																					
mks-mksNT.txt	Latin	 ̱anicháud toíjúsñóxev.yémqJTrN l—g:ACMbpSPIÑf“”XzEʼVÁYDBGFQLHRZÍUOk	9	58																																							1																																																														
mle-mle.txt	Latin	a iwkdyun tmrslb .pgvjAoG-J“DK”MWYNS?PT‘e’!BLV0:Rh214()I5[]U;3O796Ff8H	27	43																																																																																																					
mlh-mlh.txt	Latin	 oieŋaurnmkbg syjt.fd pwOqAM“Y”KlBŊSNJG:?R-IP‘’T!()D0WQFhEU1âLz247H5Z6389c/v;C%	27	52																																																																																																					
mlp-mlp.txt	Latin	 ainmqtoegu hdyblsw.rkzGNAY ITHMS-KpJ?BfPODLvE0UFW127R4“”Z‘’j635!()8[]9Q:c	26	48																																																																																																					
mmo-mmo.txt	Latin	 anieomlu sthvbgkdy-êô p1:j.2w3*A+4TY;56OSL“7K09”8MJHPBDN?VIEG‘’rWÊ[]UÔ–R()	29	46																																																																																																					
mmx-mmx.txt	Latin	 anieolmtugkr sxdpvb. LMKNISA“”DJPU?T!‘’GBEO0();R12y[]c54h3w6fC7-8XjZqzY9	26	47																																																																																																					
mna-mna.txt	Latin	 aiomnteukblrŋsp .z gwMyTdAYP:KNI“”S?ZBL!OWExRŊU‘’G0D()'-H1h34527968f][Xj—	28	46																																																																																																					
mop-mopNT.txt	Latin	 a'iuecotnl jsb.myh xqwüpzr—dJDLTCPMUIBAYWN¿?SQgE”“f-v:HGOFRZX012kñVÜ	15	54																																																																																																					
mox-mox.txt	Latin	a ienuoʼtv gdlwmbqys .fTkIh Y“”KENVFMGB?SAD!OL‘’0:U1()W42Q35689-7[]—	29	39																																																																																																					
mph-mph.txt	Latin	 a nruikptylgwmje.sJ oMKdL“”GN!hWP?AYT‘’-SIvH0:bBERD1cC2()zxOZ4536fꞌ	21	47																																																																																																					
mpj-mpj.txt	Latin	au nirkylj pmgtw .J-MPK“Y”N!W?T‘’LR()A	13	25																																																																																																					
mpm-mpmNT.txt	Latin	 aniukꞌj ɨodstyrhce v.ñxTmYJlg―NCúK:SbpP?¿óíMIéEá“”fAzVRXÑū¡!BDGLFƗUHqZā;O()̄īōQ́	15	64																																							2																																																														
mpp-mpp.txt	Latin	 eangicol umybwkdsth. f-pAYNIW“”rMSGK?HPF‘’BDTEL!102RO7 4U5z63[]89():;­	29	42																																																																																																					
mps-mps.txt	Latin	 aieogdlbtumnsw p.̨Tyh kGrBJAM“”DESINfv?0KPH‘’LR1OF2Yj3UW45!7:689)([]V;-	27	44																																							1																																																														
mpt-mpt.txt	Latin	 aeibonmkl tusgdwy.fGNhYIEK!S AFM?OHBD0TLW127U45()3698[]-v	21	37																																																																																																					
mpx-mpx.txt	Latin	a inelougwtbk hmys p.YvI“H”dB-SNATKLGP?EMD!W‘’:0O()U;1V2345 6—798/|r	29	39																																																																																																					
mqb-mqbNT.txt	Latin	a nəyek twsimo ulhr̀ɗbgd.pzcjvMAf'Y:̂«ɓK»TNƊB?PWSƏI!DCHœ“”FUGZĹERJ0V;()[]Ɓ-21O46357…	27	55																																							3																																																														
mqj-mqjNT.txt	Latin	a nuliomek tsg'pdrb. PAY-wM:ySIK“”TDNhBL?UO‘’!FfRGEHzZ;c()][Wj–	19	44																																																																																																					
msb-msb.txt	Latin	a nisog kmutdyplrbh.e w-DPJKN“AS”ʼMG?TCIB!E‘’HcUW:L0OFvfzRqZ42()13Yj;59x76ò8àQí	26	53																																																																																																					
msc-msc.txt	Latin	 a niklɔɛuormesbdyt. fwAjɲIN:«»KMcWhYSg?LJE!BDHRF‹›TPƝpCƐO;GƆU-	13	50																																																																																																					
msk-msk.txt	Latin	a ngoikysm tduwplrb .eDJKAYP“”MSWBGTEL?NI‘’hHORUj;()6:	14	40																																																																																																					
msm-msmNT.txt	Latin	 aonigtukd smypwbh. le-rDjJSKPN“M”AITHOC?G!BWc’‘ELvFYqfR0z:UZ2()1x463[]úñ5Q7	24	52																																																																																																					
msy-msy.txt	Latin	a imgɨnrhzu ekbotv ds.EpfGIKAl“”DMNJP?SBO!‘’T0Fw12H7RL4U:()3j5y;69Y8ZW—-V	26	47																																																																																																					
msy-msy2020.txt	Latin	a imrngɨhzeukbot vds. pEfIGlAK“JMND”SB?0OPH:w!FT1‘’L23R745j 6Uy8()Z9YWV;-	26	47																																																																																																					
mti-mti.txt	Latin	a einmu wogytrdpb.ksv MGIANKS“”YPJ?BDUET‘’0!O1WR2V7:j—4;()536-98[]–c	29	39																																																																																																					
mto-mtoNT.txt	Latin	 ̱eajtꞌuknsiymo vpxd .áJcNrhóñVúílKA:éM―PTg;b¿?CSY“”EO’¡!IDzfUBXFqLHÑGZ()RÍÉÓÁw1094	20	62																																							1																																																														
mux-mux.txt	Latin	 iuanlemkp-og btsr.ydYj úwP’‘í“”⸤⸥AKáN:éEMóTJSU?OL!IW;BGRD)(ÓÁ601254Ú	23	46																																																																																																					
muy-muy.txt	Latin	 ainməktyl egurhŋdbsàɗz. fo wvʉM̀jNc:pA*YKè«»ìB-ZTEɓ;?̂ÀâSPWáLDò“”!GîIFHùRÈŊCôVÒJêƊ[]OƁ́éí()ú 	20	71																																							3																																																														
mva-mva.txt	Latin	a inekogutmb rdl-sp. BNzTKIM’‘A!“”PS?:ZDUOGERL0()12346;9587[]f	27	35																																																																																																					
mvn-mvn.txt	Latin	a inuetovhm yw‑ kd.pbKgsIYꞌAlT“”WVrENP?M!S‘’BD0OUG1LR()27H456389[]-…½:	29	41																																																																																																					
mwc-mwc.txt	Latin	a i nokesburwtmyp g.dvBKlh“”ISGAMJPNDc?E!TY0C’‘HR1Lz7WZ4;2xO5UjfF6():39-8q]—[…Q	29	50																																																																																																					
mwe-mwe.txt	Latin	a nihuelbg komjwstyp d.NBMY“A”KPI'?SG!LUT‘’JED0WOv1H2485:();96	23	39																																																																																																					
mwf-mwf2018.txt	Latin	a nurihekm gdt-pywl.s bIJNMY“B”KoP?c‘’DT0vSACH17E2Lzj4Z5GW$fx6RO38F9[]Q	23	48																																																																																																					
mwp-mwp.txt	Latin	a nguyhie mdlkpotbwr sz.NAY‘K’MTWSIP?;L“”BEZGD!0RU()1O523*498$-76f:	27	40																																																																																																					
mxb-mxbNT.txt	Latin	 na̱ioꞌádk ítuósñe úyrx.chvéTNmDlJ:―pCS¿?bKIMP“E”gfAÁ’z¡!OBÑGYFVLHqRZjXÉ;()UüÍQ[]	18	62																																							1																																																														
mxp-mxpNT.txt	Latin	 ajtɨyønꞌḵsm deupixow g.ñbJchrDl:TPúK―;XMNW¿?SCéEíYA“”Ø¡!’UBófváƗIGOFHqLzZRÑ()ÚQ	16	64																																							1																																																														
mxq-mxqNT.txt	Latin	 ʉaytjꞌni skm̱deoxpub g.wñráDJúEélíNóP:T́K—M¿?SY“”AW;FɄv¡!’fzOBIUGLZRXÉ()ÑÁ	16	57																																							2																																																														
mxt-mxtNT.txt	Latin	" achuinoty rñvɨdse.̱í TámqNóúlSxJ―C:VgMéYbÍp¿?PAÑf“”Rz’!¡EQBGDLFHOjZX;U()ÉƗk[]Áṉ"""	19	61																																							2																																																														
mya-mya.txt	Myanmar	"​်ာုိးေကသ မငတ့ြရနညအပလှစျူခွ။၏ါယ ထဖံဘဆီဝဲဟ၊၍-`'္ဒဇဗ၌ဂဉဤဣဏဦဧဥဋဌ၎()ဓဿဃဍ၀၂%၁၅၃၄၇""၆၈၉ဠဩg:]en1ackv*["	15	7																					72																																																																																
mya-myajvb.txt	Myanmar	 ်ာုိေးသကငမတ့ရြအှညနလပစ၊ျူခ။ ွါ၏ထယဘံီဖ၍ဆဝဟဲ၌္ဒဇဗ၎ဉဂဣဤဏဧဥဦဃဌဓဩဋဿ”ဍ“-ဈ31ဠ25.8690ဪ7‘’4=	19																						64																																																																																
myk-myk.txt	Latin	 aineɛu wyɔpokglrbhms .dɲtfʼŋKjcYAz:x«W»èPàNLBGSMá?ù!vTì-JFZ;éí‹›CIƝE0D’()OòHUX̀412[]Ɛ53Ŋ́6Ɔ798R…*úV	31	67																																							2																																																														
myu-myu.txt	Latin	 aeuiokptym'b j.wsñgũcẽdr—xI õJDã―ĩOWEAlC”“PKSGéT?:hMXB!vY0ÕáFẼ1Hfz;qóNLí2U-ô7R‘’Zê45ÁÉúÃ()6â389ŨQçVÊ	28	73																																							1																																																														
myw-myw.txt	Latin	a insewk oumgbtyl vd.̱pY“K;T-”MAIPSBNGE?‘’OWLD:V!()hU1H[]Zr504	21	40																																							1																																																														
