char	count	code	unicode_hex	name	script	cat	bytes	bidi	combining	eaw	mirrored
消	374	28040	6D88	CJK UNIFIED IDEOGRAPH-6D88	Han	Lo	3	L	0	W	0
赦	374	36198	8D66	CJK UNIFIED IDEOGRAPH-8D66	Han	Lo	3	L	0	W	0
轉	374	36681	8F49	CJK UNIFIED IDEOGRAPH-8F49	Han	Lo	3	L	0	W	0
驚	374	39514	9A5A	CJK UNIFIED IDEOGRAPH-9A5A	Han	Lo	3	L	0	W	0
識	374	35672	8B58	CJK UNIFIED IDEOGRAPH-8B58	Han	Lo	3	L	0	W	0
ዹ	374	4857	12F9	ETHIOPIC SYLLABLE DDU	Ethiopic	Lo	3	L	0	N	0
清	373	28165	6E05	CJK UNIFIED IDEOGRAPH-6E05	Han	Lo	3	L	0	W	0
奴	372	22900	5974	CJK UNIFIED IDEOGRAPH-5974	Han	Lo	3	L	0	W	0
む	371	12416	3080	HIRAGANA LETTER MU	Hiragana	Lo	3	L	0	W	0
营	370	33829	8425	CJK UNIFIED IDEOGRAPH-8425	Han	Lo	3	L	0	W	0
ὦ	370	8038	1F66	GREEK SMALL LETTER OMEGA WITH PSILI AND PERISPOMENI	Greek	Ll	3	L	0	N	0
财	369	36130	8D22	CJK UNIFIED IDEOGRAPH-8D22	Han	Lo	3	L	0	W	0
失	369	22833	5931	CJK UNIFIED IDEOGRAPH-5931	Han	Lo	3	L	0	W	0
Û	369	219	DB	LATIN CAPITAL LETTER U WITH CIRCUMFLEX	Latin	Lu	2	L	0	N	0
ẵ	369	7861	1EB5	LATIN SMALL LETTER A WITH BREVE AND TILDE	Latin	Ll	3	L	0	N	0
迎	367	36814	8FCE	CJK UNIFIED IDEOGRAPH-8FCE	Han	Lo	3	L	0	W	0
體	367	39636	9AD4	CJK UNIFIED IDEOGRAPH-9AD4	Han	Lo	3	L	0	W	0
֬	367	1452	5AC	HEBREW ACCENT ILUY	Hebrew	Mn	2	NSM	230	N	0
坏	365	22351	574F	CJK UNIFIED IDEOGRAPH-574F	Han	Lo	3	L	0	W	0
マ	365	12510	30DE	KATAKANA LETTER MA	Katakana	Lo	3	L	0	W	0
ĕ	364	277	115	LATIN SMALL LETTER E WITH BREVE	Latin	Ll	2	L	0	N	0
充	362	20805	5145	CJK UNIFIED IDEOGRAPH-5145	Han	Lo	3	L	0	W	0
密	362	23494	5BC6	CJK UNIFIED IDEOGRAPH-5BC6	Han	Lo	3	L	0	W	0
Ἦ	361	7982	1F2E	GREEK CAPITAL LETTER ETA WITH PSILI AND PERISPOMENI	Greek	Lu	3	L	0	N	0
设	360	35774	8BBE	CJK UNIFIED IDEOGRAPH-8BBE	Han	Lo	3	L	0	W	0
掌	360	25484	638C	CJK UNIFIED IDEOGRAPH-638C	Han	Lo	3	L	0	W	0
ἳ	360	7987	1F33	GREEK SMALL LETTER IOTA WITH DASIA AND VARIA	Greek	Ll	3	L	0	N	0
ᾖ	359	8086	1F96	GREEK SMALL LETTER ETA WITH PSILI AND PERISPOMENI AND YPOGEGRAMMENI	Greek	Ll	3	L	0	N	0
皮	358	30382	76AE	CJK UNIFIED IDEOGRAPH-76AE	Han	Lo	3	L	0	W	0
營	358	29151	71DF	CJK UNIFIED IDEOGRAPH-71DF	Han	Lo	3	L	0	W	0
腰	357	33136	8170	CJK UNIFIED IDEOGRAPH-8170	Han	Lo	3	L	0	W	0
乏	356	20047	4E4F	CJK UNIFIED IDEOGRAPH-4E4F	Han	Lo	3	L	0	W	0
赞	356	36190	8D5E	CJK UNIFIED IDEOGRAPH-8D5E	Han	Lo	3	L	0	W	0
期	355	26399	671F	CJK UNIFIED IDEOGRAPH-671F	Han	Lo	3	L	0	W	0
悔	354	24724	6094	CJK UNIFIED IDEOGRAPH-6094	Han	Lo	3	L	0	W	0
获	353	33719	83B7	CJK UNIFIED IDEOGRAPH-83B7	Han	Lo	3	L	0	W	0
暴	352	26292	66B4	CJK UNIFIED IDEOGRAPH-66B4	Han	Lo	3	L	0	W	0
悲	352	24754	60B2	CJK UNIFIED IDEOGRAPH-60B2	Han	Lo	3	L	0	W	0
ᾠ	351	8096	1FA0	GREEK SMALL LETTER OMEGA WITH PSILI AND YPOGEGRAMMENI	Greek	Ll	3	L	0	N	0
露	350	38706	9732	CJK UNIFIED IDEOGRAPH-9732	Han	Lo	3	L	0	W	0
班	350	29677	73ED	CJK UNIFIED IDEOGRAPH-73ED	Han	Lo	3	L	0	W	0
ፎ	350	4942	134E	ETHIOPIC SYLLABLE FO	Ethiopic	Lo	3	L	0	N	0
察	349	23519	5BDF	CJK UNIFIED IDEOGRAPH-5BDF	Han	Lo	3	L	0	W	0
墓	349	22675	5893	CJK UNIFIED IDEOGRAPH-5893	Han	Lo	3	L	0	W	0
產	349	29986	7522	CJK UNIFIED IDEOGRAPH-7522	Han	Lo	3	L	0	W	0
͞	349	862	35E	COMBINING DOUBLE MACRON	Inherited	Mn	2	NSM	234	A	0
寫	348	23531	5BEB	CJK UNIFIED IDEOGRAPH-5BEB	Han	Lo	3	L	0	W	0
北	347	21271	5317	CJK UNIFIED IDEOGRAPH-5317	Han	Lo	3	L	0	W	0
饼	347	39292	997C	CJK UNIFIED IDEOGRAPH-997C	Han	Lo	3	L	0	W	0
富	347	23500	5BCC	CJK UNIFIED IDEOGRAPH-5BCC	Han	Lo	3	L	0	W	0
禁	345	31105	7981	CJK UNIFIED IDEOGRAPH-7981	Han	Lo	3	L	0	W	0
設	345	35373	8A2D	CJK UNIFIED IDEOGRAPH-8A2D	Han	Lo	3	L	0	W	0
選	345	36984	9078	CJK UNIFIED IDEOGRAPH-9078	Han	Lo	3	L	0	W	0
堅	345	22533	5805	CJK UNIFIED IDEOGRAPH-5805	Han	Lo	3	L	0	W	0
院	344	38498	9662	CJK UNIFIED IDEOGRAPH-9662	Han	Lo	3	L	0	W	0
制	342	21046	5236	CJK UNIFIED IDEOGRAPH-5236	Han	Lo	3	L	0	W	0
席	342	24109	5E2D	CJK UNIFIED IDEOGRAPH-5E2D	Han	Lo	3	L	0	W	0
赛	342	36187	8D5B	CJK UNIFIED IDEOGRAPH-8D5B	Han	Lo	3	L	0	W	0
達	342	36948	9054	CJK UNIFIED IDEOGRAPH-9054	Han	Lo	3	L	0	W	0
ᤷ	342	6455	1937	LIMBU SMALL LETTER RA	Limbu	Mc	3	L	0	N	0
帐	341	24080	5E10	CJK UNIFIED IDEOGRAPH-5E10	Han	Lo	3	L	0	W	0
碎	340	30862	788E	CJK UNIFIED IDEOGRAPH-788E	Han	Lo	3	L	0	W	0
急	339	24613	6025	CJK UNIFIED IDEOGRAPH-6025	Han	Lo	3	L	0	W	0
證	339	35657	8B49	CJK UNIFIED IDEOGRAPH-8B49	Han	Lo	3	L	0	W	0
晨	338	26216	6668	CJK UNIFIED IDEOGRAPH-6668	Han	Lo	3	L	0	W	0
膀	338	33152	8180	CJK UNIFIED IDEOGRAPH-8180	Han	Lo	3	L	0	W	0
招	337	25307	62DB	CJK UNIFIED IDEOGRAPH-62DB	Han	Lo	3	L	0	W	0
唱	337	21809	5531	CJK UNIFIED IDEOGRAPH-5531	Han	Lo	3	L	0	W	0
風	336	39080	98A8	CJK UNIFIED IDEOGRAPH-98A8	Han	Lo	3	L	0	W	0
灾	335	28798	707E	CJK UNIFIED IDEOGRAPH-707E	Han	Lo	3	L	0	W	0
倚	335	20506	501A	CJK UNIFIED IDEOGRAPH-501A	Han	Lo	3	L	0	W	0
剪	334	21098	526A	CJK UNIFIED IDEOGRAPH-526A	Han	Lo	3	L	0	W	0
吉	334	21513	5409	CJK UNIFIED IDEOGRAPH-5409	Han	Lo	3	L	0	W	0
ଵ	334	2869	B35	ORIYA LETTER VA	Oriya	Lo	3	L	0	N	0
嘴	333	22068	5634	CJK UNIFIED IDEOGRAPH-5634	Han	Lo	3	L	0	W	0
掳	330	25523	63B3	CJK UNIFIED IDEOGRAPH-63B3	Han	Lo	3	L	0	W	0
愁	330	24833	6101	CJK UNIFIED IDEOGRAPH-6101	Han	Lo	3	L	0	W	0
帳	330	24115	5E33	CJK UNIFIED IDEOGRAPH-5E33	Han	Lo	3	L	0	W	0
財	330	36001	8CA1	CJK UNIFIED IDEOGRAPH-8CA1	Han	Lo	3	L	0	W	0
擄	330	25796	64C4	CJK UNIFIED IDEOGRAPH-64C4	Han	Lo	3	L	0	W	0
亮	329	20142	4EAE	CJK UNIFIED IDEOGRAPH-4EAE	Han	Lo	3	L	0	W	0
ỷ	329	7927	1EF7	LATIN SMALL LETTER Y WITH HOOK ABOVE	Latin	Ll	3	L	0	N	0
$	328	36	24	DOLLAR SIGN	Common	Sc	1	ET	0	Na	0
悪	327	24746	60AA	CJK UNIFIED IDEOGRAPH-60AA	Han	Lo	3	L	0	W	0
枝	325	26525	679D	CJK UNIFIED IDEOGRAPH-679D	Han	Lo	3	L	0	W	0
俄	323	20420	4FC4	CJK UNIFIED IDEOGRAPH-4FC4	Han	Lo	3	L	0	W	0
裂	322	35010	88C2	CJK UNIFIED IDEOGRAPH-88C2	Han	Lo	3	L	0	W	0
旷	322	26103	65F7	CJK UNIFIED IDEOGRAPH-65F7	Han	Lo	3	L	0	W	0
虽	322	34429	867D	CJK UNIFIED IDEOGRAPH-867D	Han	Lo	3	L	0	W	0
幾	322	24190	5E7E	CJK UNIFIED IDEOGRAPH-5E7E	Han	Lo	3	L	0	W	0
寶	322	23542	5BF6	CJK UNIFIED IDEOGRAPH-5BF6	Han	Lo	3	L	0	W	0
ム	322	12512	30E0	KATAKANA LETTER MU	Katakana	Lo	3	L	0	W	0
ユ	322	12518	30E6	KATAKANA LETTER YU	Katakana	Lo	3	L	0	W	0
抬	321	25260	62AC	CJK UNIFIED IDEOGRAPH-62AC	Han	Lo	3	L	0	W	0
傲	321	20658	50B2	CJK UNIFIED IDEOGRAPH-50B2	Han	Lo	3	L	0	W	0
户	320	25143	6237	CJK UNIFIED IDEOGRAPH-6237	Han	Lo	3	L	0	W	0
破	320	30772	7834	CJK UNIFIED IDEOGRAPH-7834	Han	Lo	3	L	0	W	0
憫	320	25003	61AB	CJK UNIFIED IDEOGRAPH-61AB	Han	Lo	3	L	0	W	0
曠	319	26336	66E0	CJK UNIFIED IDEOGRAPH-66E0	Han	Lo	3	L	0	W	0
祸	318	31096	7978	CJK UNIFIED IDEOGRAPH-7978	Han	Lo	3	L	0	W	0
種	318	31278	7A2E	CJK UNIFIED IDEOGRAPH-7A2E	Han	Lo	3	L	0	W	0
Ţ	318	354	162	LATIN CAPITAL LETTER T WITH CEDILLA	Latin	Lu	2	L	0	N	0
慰	317	24944	6170	CJK UNIFIED IDEOGRAPH-6170	Han	Lo	3	L	0	W	0
壞	317	22750	58DE	CJK UNIFIED IDEOGRAPH-58DE	Han	Lo	3	L	0	W	0
Щ	317	1065	429	CYRILLIC CAPITAL LETTER SHCHA	Cyrillic	Lu	2	L	0	A	0
骨	316	39592	9AA8	CJK UNIFIED IDEOGRAPH-9AA8	Han	Lo	3	L	0	W	0
杖	316	26454	6756	CJK UNIFIED IDEOGRAPH-6756	Han	Lo	3	L	0	W	0
忿	314	24575	5FFF	CJK UNIFIED IDEOGRAPH-5FFF	Han	Lo	3	L	0	W	0
請	314	35531	8ACB	CJK UNIFIED IDEOGRAPH-8ACB	Han	Lo	3	L	0	W	0
禮	314	31150	79AE	CJK UNIFIED IDEOGRAPH-79AE	Han	Lo	3	L	0	W	0
ふ	313	12405	3075	HIRAGANA LETTER HU	Hiragana	Lo	3	L	0	W	0
甸	312	30008	7538	CJK UNIFIED IDEOGRAPH-7538	Han	Lo	3	L	0	W	0
變	312	35722	8B8A	CJK UNIFIED IDEOGRAPH-8B8A	Han	Lo	3	L	0	W	0
諸	311	35576	8AF8	CJK UNIFIED IDEOGRAPH-8AF8	Han	Lo	3	L	0	W	0
旨	310	26088	65E8	CJK UNIFIED IDEOGRAPH-65E8	Han	Lo	3	L	0	W	0
怜	309	24604	601C	CJK UNIFIED IDEOGRAPH-601C	Han	Lo	3	L	0	W	0
ጩ	309	4905	1329	ETHIOPIC SYLLABLE CHU	Ethiopic	Lo	3	L	0	N	0
宰	308	23472	5BB0	CJK UNIFIED IDEOGRAPH-5BB0	Han	Lo	3	L	0	W	0
幔	308	24148	5E54	CJK UNIFIED IDEOGRAPH-5E54	Han	Lo	3	L	0	W	0
责	308	36131	8D23	CJK UNIFIED IDEOGRAPH-8D23	Han	Lo	3	L	0	W	0
帮	307	24110	5E2E	CJK UNIFIED IDEOGRAPH-5E2E	Han	Lo	3	L	0	W	0
弱	307	24369	5F31	CJK UNIFIED IDEOGRAPH-5F31	Han	Lo	3	L	0	W	0
束	307	26463	675F	CJK UNIFIED IDEOGRAPH-675F	Han	Lo	3	L	0	W	0
奪	307	22890	596A	CJK UNIFIED IDEOGRAPH-596A	Han	Lo	3	L	0	W	0
審	307	23529	5BE9	CJK UNIFIED IDEOGRAPH-5BE9	Han	Lo	3	L	0	W	0
禱	307	31153	79B1	CJK UNIFIED IDEOGRAPH-79B1	Han	Lo	3	L	0	W	0
拔	306	25300	62D4	CJK UNIFIED IDEOGRAPH-62D4	Han	Lo	3	L	0	W	0
災	306	28797	707D	CJK UNIFIED IDEOGRAPH-707D	Han	Lo	3	L	0	W	0
久	305	20037	4E45	CJK UNIFIED IDEOGRAPH-4E45	Han	Lo	3	L	0	W	0
ྜ	305	3996	F9C	TIBETAN SUBJOINED LETTER DDA	Tibetan	Mn	3	NSM	0	N	0
朋	304	26379	670B	CJK UNIFIED IDEOGRAPH-670B	Han	Lo	3	L	0	W	0
ウ	304	12454	30A6	KATAKANA LETTER U	Katakana	Lo	3	L	0	W	0
実	304	23455	5B9F	CJK UNIFIED IDEOGRAPH-5B9F	Han	Lo	3	L	0	W	0
ਐ	304	2576	A10	GURMUKHI LETTER AI	Gurmukhi	Lo	3	L	0	N	0
Є	304	1028	404	CYRILLIC CAPITAL LETTER UKRAINIAN IE	Cyrillic	Lu	2	L	0	N	0
Ĝ	303	284	11C	LATIN CAPITAL LETTER G WITH CIRCUMFLEX	Latin	Lu	2	L	0	N	0
惧	302	24807	60E7	CJK UNIFIED IDEOGRAPH-60E7	Han	Lo	3	L	0	W	0
极	301	26497	6781	CJK UNIFIED IDEOGRAPH-6781	Han	Lo	3	L	0	W	0
異	301	30064	7570	CJK UNIFIED IDEOGRAPH-7570	Han	Lo	3	L	0	W	0
节	299	33410	8282	CJK UNIFIED IDEOGRAPH-8282	Han	Lo	3	L	0	W	0
夺	299	22842	593A	CJK UNIFIED IDEOGRAPH-593A	Han	Lo	3	L	0	W	0
睛	298	30555	775B	CJK UNIFIED IDEOGRAPH-775B	Han	Lo	3	L	0	W	0
诚	298	35802	8BDA	CJK UNIFIED IDEOGRAPH-8BDA	Han	Lo	3	L	0	W	0
投	298	25237	6295	CJK UNIFIED IDEOGRAPH-6295	Han	Lo	3	L	0	W	0
ぜ	297	12380	305C	HIRAGANA LETTER ZE	Hiragana	Lo	3	L	0	W	0
岁	296	23681	5C81	CJK UNIFIED IDEOGRAPH-5C81	Han	Lo	3	L	0	W	0
晓	296	26195	6653	CJK UNIFIED IDEOGRAPH-6653	Han	Lo	3	L	0	W	0
醒	296	37266	9192	CJK UNIFIED IDEOGRAPH-9192	Han	Lo	3	L	0	W	0
絕	296	32085	7D55	CJK UNIFIED IDEOGRAPH-7D55	Han	Lo	3	L	0	W	0
レ	295	12524	30EC	KATAKANA LETTER RE	Katakana	Lo	3	L	0	W	0
遮	292	36974	906E	CJK UNIFIED IDEOGRAPH-906E	Han	Lo	3	L	0	W	0
惑	292	24785	60D1	CJK UNIFIED IDEOGRAPH-60D1	Han	Lo	3	L	0	W	0
戶	292	25142	6236	CJK UNIFIED IDEOGRAPH-6236	Han	Lo	3	L	0	W	0
关	291	20851	5173	CJK UNIFIED IDEOGRAPH-5173	Han	Lo	3	L	0	W	0
允	291	20801	5141	CJK UNIFIED IDEOGRAPH-5141	Han	Lo	3	L	0	W	0
兽	290	20861	517D	CJK UNIFIED IDEOGRAPH-517D	Han	Lo	3	L	0	W	0
威	290	23041	5A01	CJK UNIFIED IDEOGRAPH-5A01	Han	Lo	3	L	0	W	0
Ć	290	262	106	LATIN CAPITAL LETTER C WITH ACUTE	Latin	Lu	2	L	0	N	0
悦	289	24742	60A6	CJK UNIFIED IDEOGRAPH-60A6	Han	Lo	3	L	0	W	0
享	289	20139	4EAB	CJK UNIFIED IDEOGRAPH-4EAB	Han	Lo	3	L	0	W	0
避	288	36991	907F	CJK UNIFIED IDEOGRAPH-907F	Han	Lo	3	L	0	W	0
默	288	40664	9ED8	CJK UNIFIED IDEOGRAPH-9ED8	Han	Lo	3	L	0	W	0
村	288	26449	6751	CJK UNIFIED IDEOGRAPH-6751	Han	Lo	3	L	0	W	0
禍	288	31117	798D	CJK UNIFIED IDEOGRAPH-798D	Han	Lo	3	L	0	W	0
料	287	26009	6599	CJK UNIFIED IDEOGRAPH-6599	Han	Lo	3	L	0	W	0
珊	287	29642	73CA	CJK UNIFIED IDEOGRAPH-73CA	Han	Lo	3	L	0	W	0
仗	287	20183	4ED7	CJK UNIFIED IDEOGRAPH-4ED7	Han	Lo	3	L	0	W	0
耐	286	32784	8010	CJK UNIFIED IDEOGRAPH-8010	Han	Lo	3	L	0	W	0
园	285	22253	56ED	CJK UNIFIED IDEOGRAPH-56ED	Han	Lo	3	L	0	W	0
举	285	20030	4E3E	CJK UNIFIED IDEOGRAPH-4E3E	Han	Lo	3	L	0	W	0
藉	285	34249	85C9	CJK UNIFIED IDEOGRAPH-85C9	Han	Lo	3	L	0	W	0
極	284	26997	6975	CJK UNIFIED IDEOGRAPH-6975	Han	Lo	3	L	0	W	0
復	284	24489	5FA9	CJK UNIFIED IDEOGRAPH-5FA9	Han	Lo	3	L	0	W	0
፡	284	4961	1361	ETHIOPIC WORDSPACE	Ethiopic	Po	3	L	0	N	0
Ő	284	336	150	LATIN CAPITAL LETTER O WITH DOUBLE ACUTE	Latin	Lu	2	L	0	N	0
Ȩ	284	552	228	LATIN CAPITAL LETTER E WITH CEDILLA	Latin	Lu	2	L	0	N	0
ྴ	284	4020	FB4	TIBETAN SUBJOINED LETTER SHA	Tibetan	Mn	3	NSM	0	N	0
ঊ	283	2442	98A	BENGALI LETTER UU	Bengali	Lo	3	L	0	N	0
伤	283	20260	4F24	CJK UNIFIED IDEOGRAPH-4F24	Han	Lo	3	L	0	W	0
宮	283	23470	5BAE	CJK UNIFIED IDEOGRAPH-5BAE	Han	Lo	3	L	0	W	0
周	282	21608	5468	CJK UNIFIED IDEOGRAPH-5468	Han	Lo	3	L	0	W	0
总	281	24635	603B	CJK UNIFIED IDEOGRAPH-603B	Han	Lo	3	L	0	W	0
懼	281	25084	61FC	CJK UNIFIED IDEOGRAPH-61FC	Han	Lo	3	L	0	W	0
终	280	32456	7EC8	CJK UNIFIED IDEOGRAPH-7EC8	Han	Lo	3	L	0	W	0
忘	280	24536	5FD8	CJK UNIFIED IDEOGRAPH-5FD8	Han	Lo	3	L	0	W	0
Ἕ	280	7965	1F1D	GREEK CAPITAL LETTER EPSILON WITH DASIA AND OXIA	Greek	Lu	3	L	0	N	0
雨	279	38632	96E8	CJK UNIFIED IDEOGRAPH-96E8	Han	Lo	3	L	0	W	0
麦	278	40614	9EA6	CJK UNIFIED IDEOGRAPH-9EA6	Han	Lo	3	L	0	W	0
歲	278	27506	6B72	CJK UNIFIED IDEOGRAPH-6B72	Han	Lo	3	L	0	W	0
导	277	23548	5BFC	CJK UNIFIED IDEOGRAPH-5BFC	Han	Lo	3	L	0	W	0
卑	277	21329	5351	CJK UNIFIED IDEOGRAPH-5351	Han	Lo	3	L	0	W	0
焚	277	28954	711A	CJK UNIFIED IDEOGRAPH-711A	Han	Lo	3	L	0	W	0
雖	276	38614	96D6	CJK UNIFIED IDEOGRAPH-96D6	Han	Lo	3	L	0	W	0
忽	275	24573	5FFD	CJK UNIFIED IDEOGRAPH-5FFD	Han	Lo	3	L	0	W	0
胜	275	32988	80DC	CJK UNIFIED IDEOGRAPH-80DC	Han	Lo	3	L	0	W	0
妄	275	22916	5984	CJK UNIFIED IDEOGRAPH-5984	Han	Lo	3	L	0	W	0
順	275	38918	9806	CJK UNIFIED IDEOGRAPH-9806	Han	Lo	3	L	0	W	0
诸	274	35832	8BF8	CJK UNIFIED IDEOGRAPH-8BF8	Han	Lo	3	L	0	W	0
柄	274	26564	67C4	CJK UNIFIED IDEOGRAPH-67C4	Han	Lo	3	L	0	W	0
魔	274	39764	9B54	CJK UNIFIED IDEOGRAPH-9B54	Han	Lo	3	L	0	W	0
愧	274	24871	6127	CJK UNIFIED IDEOGRAPH-6127	Han	Lo	3	L	0	W	0
勝	274	21213	52DD	CJK UNIFIED IDEOGRAPH-52DD	Han	Lo	3	L	0	W	0
ハ	274	12495	30CF	KATAKANA LETTER HA	Katakana	Lo	3	L	0	W	0
・	274	12539	30FB	KATAKANA MIDDLE DOT	Common	Po	3	ON	0	W	0
戒	273	25106	6212	CJK UNIFIED IDEOGRAPH-6212	Han	Lo	3	L	0	W	0
讚	273	35738	8B9A	CJK UNIFIED IDEOGRAPH-8B9A	Han	Lo	3	L	0	W	0
ଊ	273	2826	B0A	ORIYA LETTER UU	Oriya	Lo	3	L	0	N	0
块	272	22359	5757	CJK UNIFIED IDEOGRAPH-5757	Han	Lo	3	L	0	W	0
該	272	35442	8A72	CJK UNIFIED IDEOGRAPH-8A72	Han	Lo	3	L	0	W	0
异	271	24322	5F02	CJK UNIFIED IDEOGRAPH-5F02	Han	Lo	3	L	0	W	0
磐	271	30928	78D0	CJK UNIFIED IDEOGRAPH-78D0	Han	Lo	3	L	0	W	0
餅	271	39173	9905	CJK UNIFIED IDEOGRAPH-9905	Han	Lo	3	L	0	W	0
准	270	20934	51C6	CJK UNIFIED IDEOGRAPH-51C6	Han	Lo	3	L	0	W	0
顺	268	39034	987A	CJK UNIFIED IDEOGRAPH-987A	Han	Lo	3	L	0	W	0
精	267	31934	7CBE	CJK UNIFIED IDEOGRAPH-7CBE	Han	Lo	3	L	0	W	0
訓	267	35347	8A13	CJK UNIFIED IDEOGRAPH-8A13	Han	Lo	3	L	0	W	0
训	266	35757	8BAD	CJK UNIFIED IDEOGRAPH-8BAD	Han	Lo	3	L	0	W	0
余	266	20313	4F59	CJK UNIFIED IDEOGRAPH-4F59	Han	Lo	3	L	0	W	0
掠	266	25504	63A0	CJK UNIFIED IDEOGRAPH-63A0	Han	Lo	3	L	0	W	0
權	266	27402	6B0A	CJK UNIFIED IDEOGRAPH-6B0A	Han	Lo	3	L	0	W	0
ዊ	266	4810	12CA	ETHIOPIC SYLLABLE WI	Ethiopic	Lo	3	L	0	N	0
形	265	24418	5F62	CJK UNIFIED IDEOGRAPH-5F62	Han	Lo	3	L	0	W	0
另	265	21478	53E6	CJK UNIFIED IDEOGRAPH-53E6	Han	Lo	3	L	0	W	0
吞	265	21534	541E	CJK UNIFIED IDEOGRAPH-541E	Han	Lo	3	L	0	W	0
ヨ	265	12520	30E8	KATAKANA LETTER YO	Katakana	Lo	3	L	0	W	0
配	264	37197	914D	CJK UNIFIED IDEOGRAPH-914D	Han	Lo	3	L	0	W	0
昧	264	26151	6627	CJK UNIFIED IDEOGRAPH-6627	Han	Lo	3	L	0	W	0
舌	264	33292	820C	CJK UNIFIED IDEOGRAPH-820C	Han	Lo	3	L	0	W	0
速	263	36895	901F	CJK UNIFIED IDEOGRAPH-901F	Han	Lo	3	L	0	W	0
甘	263	29976	7518	CJK UNIFIED IDEOGRAPH-7518	Han	Lo	3	L	0	W	0
迫	263	36843	8FEB	CJK UNIFIED IDEOGRAPH-8FEB	Han	Lo	3	L	0	W	0
跌	263	36300	8DCC	CJK UNIFIED IDEOGRAPH-8DCC	Han	Lo	3	L	0	W	0
牠	263	29280	7260	CJK UNIFIED IDEOGRAPH-7260	Han	Lo	3	L	0	W	0
式	262	24335	5F0F	CJK UNIFIED IDEOGRAPH-5F0F	Han	Lo	3	L	0	W	0
摸	261	25720	6478	CJK UNIFIED IDEOGRAPH-6478	Han	Lo	3	L	0	W	0
左	261	24038	5DE6	CJK UNIFIED IDEOGRAPH-5DE6	Han	Lo	3	L	0	W	0
柜	261	26588	67DC	CJK UNIFIED IDEOGRAPH-67DC	Han	Lo	3	L	0	W	0
穷	261	31351	7A77	CJK UNIFIED IDEOGRAPH-7A77	Han	Lo	3	L	0	W	0
皿	260	30399	76BF	CJK UNIFIED IDEOGRAPH-76BF	Han	Lo	3	L	0	W	0
增	259	22686	589E	CJK UNIFIED IDEOGRAPH-589E	Han	Lo	3	L	0	W	0
凭	259	20973	51ED	CJK UNIFIED IDEOGRAPH-51ED	Han	Lo	3	L	0	W	0
师	258	24072	5E08	CJK UNIFIED IDEOGRAPH-5E08	Han	Lo	3	L	0	W	0
曉	258	26313	66C9	CJK UNIFIED IDEOGRAPH-66C9	Han	Lo	3	L	0	W	0
櫃	258	27331	6AC3	CJK UNIFIED IDEOGRAPH-6AC3	Han	Lo	3	L	0	W	0
即	257	21363	5373	CJK UNIFIED IDEOGRAPH-5373	Han	Lo	3	L	0	W	0
号	256	21495	53F7	CJK UNIFIED IDEOGRAPH-53F7	Han	Lo	3	L	0	W	0
置	256	32622	7F6E	CJK UNIFIED IDEOGRAPH-7F6E	Han	Lo	3	L	0	W	0
番	256	30058	756A	CJK UNIFIED IDEOGRAPH-756A	Han	Lo	3	L	0	W	0
震	255	38663	9707	CJK UNIFIED IDEOGRAPH-9707	Han	Lo	3	L	0	W	0
園	255	22290	5712	CJK UNIFIED IDEOGRAPH-5712	Han	Lo	3	L	0	W	0
埋	254	22475	57CB	CJK UNIFIED IDEOGRAPH-57CB	Han	Lo	3	L	0	W	0
牌	253	29260	724C	CJK UNIFIED IDEOGRAPH-724C	Han	Lo	3	L	0	W	0
虚	252	34394	865A	CJK UNIFIED IDEOGRAPH-865A	Han	Lo	3	L	0	W	0
対	251	23550	5BFE	CJK UNIFIED IDEOGRAPH-5BFE	Han	Lo	3	L	0	W	0
ሤ	250	4644	1224	ETHIOPIC SYLLABLE SZEE	Ethiopic	Lo	3	L	0	N	0
迷	249	36855	8FF7	CJK UNIFIED IDEOGRAPH-8FF7	Han	Lo	3	L	0	W	0
ペ	249	12506	30DA	KATAKANA LETTER PE	Katakana	Lo	3	L	0	W	0
逆	248	36870	9006	CJK UNIFIED IDEOGRAPH-9006	Han	Lo	3	L	0	W	0
節	248	31680	7BC0	CJK UNIFIED IDEOGRAPH-7BC0	Han	Lo	3	L	0	W	0
舉	248	33289	8209	CJK UNIFIED IDEOGRAPH-8209	Han	Lo	3	L	0	W	0
デ	248	12487	30C7	KATAKANA LETTER DE	Katakana	Lo	3	L	0	W	0
笑	247	31505	7B11	CJK UNIFIED IDEOGRAPH-7B11	Han	Lo	3	L	0	W	0
敢	247	25954	6562	CJK UNIFIED IDEOGRAPH-6562	Han	Lo	3	L	0	W	0
卖	247	21334	5356	CJK UNIFIED IDEOGRAPH-5356	Han	Lo	3	L	0	W	0
条	246	26465	6761	CJK UNIFIED IDEOGRAPH-6761	Han	Lo	3	L	0	W	0
墙	246	22681	5899	CJK UNIFIED IDEOGRAPH-5899	Han	Lo	3	L	0	W	0
匠	246	21280	5320	CJK UNIFIED IDEOGRAPH-5320	Han	Lo	3	L	0	W	0
ϋ	245	971	3CB	GREEK SMALL LETTER UPSILON WITH DIALYTIKA	Greek	Ll	2	L	0	N	0
ಢ	245	3234	CA2	KANNADA LETTER DDHA	Kannada	Lo	3	L	0	N	0
刑	244	21009	5211	CJK UNIFIED IDEOGRAPH-5211	Han	Lo	3	L	0	W	0
九	243	20061	4E5D	CJK UNIFIED IDEOGRAPH-4E5D	Han	Lo	3	L	0	W	0
